ACID,D2D,PD,EAD,LGD,K,RWA,Risk Wt,Res Exp,Provision
005065854_071254000107_2015-09-30,6.8,0.0177,1067516.0,0.9861,0.0687,916489.0,85.85,44.0,0.0
008723813_068854000079_2017-03-31,8.0,0.0058,1103516.0,0.9313,0.0263,362205.0,32.82,10.0,0.0
100246691_006513023767_2015-09-30,1.6,0.4351,1053516.0,0.6795,0.1933,2545233.0,241.59,104.0,10.0
113479400_132713031062_2015-09-30,0.0,0.9864,48000.0,0.7889,0.0105,6282.0,13.09,1.0,0.0
008723822_068851000013_2017-09-30,0.8,0.6691,1056016.0,0.4605,0.1084,1431372.0,135.54,64.0,6.0
008723822_068851000013_2018-06-30,3.7,0.1327,2793516.0,0.0,0.0,0.0,0.0,0.0,0.0
008723874_068851000028_2016-06-30,5.9,0.0331,1307516.0,0.7836,0.0713,1165375.0,89.13,3.0,0.0
105481891_064113031164_2016-03-31,0.0,0.993,145000.0,0.8806,0.0061,11075.0,7.64,17.0,2.0
008723902_068851000040_2015-12-31,2.3,0.3039,90000.0,0.9322,0.2415,271653.0,301.84,16.0,1.0
115510625_185654031015_2017-06-30,1.0,0.6153,90000.0,0.9751,0.2499,281101.0,312.33,16.0,2.0
107384904_051513023786_2016-03-31,0.1,0.9525,50000.0,0.76,0.0341,21330.0,42.66,52.0,5.0
015025212_068154001388_2018-03-31,0.0,0.9993,6043516.0,0.8997,0.0007,50036.0,0.83,0.0,0.0
110412154_055613031572_2017-06-30,0.0,0.9998,40000.0,1.0,0.0002,93.0,0.23,39.0,4.0
111840442_128313031208_2018-03-31,0.0,0.9999,2869626.0,0.9665,0.0001,2107.0,0.07,0.0,0.0
010449416_064113031056_2016-09-30,0.5,0.7991,1068516.0,0.4242,0.0697,931561.0,87.18,1.0,0.0
107703272_068013031493_2016-03-31,0.0,0.9813,100000.0,0.8574,0.0156,19519.0,19.52,19.0,2.0
105618398_064154031474_2015-09-30,0.0,0.9998,171000.0,1.0,0.0002,324.0,0.19,1.0,0.0
015025343_068113031657_2016-06-30,0.1,0.9558,630000.0,1.0,0.0419,330042.0,52.39,2.0,0.0
108873928_146813031017_2016-09-30,1.9,0.3759,1068516.0,0.0,0.0,0.0,0.0,31.0,3.0
108873928_146813031017_2017-09-30,0.0,0.9849,45000.0,1.0,0.0148,8315.0,18.48,31.0,3.0
102962596_130513031026_2016-06-30,0.0,0.9889,99708.0,0.4965,0.0054,6719.0,6.74,20.0,2.0
103230322_130554031017_2016-06-30,0.0,0.9999,9990.0,0.9297,0.0001,13.0,0.13,131.0,13.0
111174837_055651031314_2016-06-30,0.0,1.0,710000.0,0.9929,0.0,412.0,0.06,466.0,46.0
111174837_055651031314_2016-12-31,0.0,0.9991,32253.0,0.613,0.0005,214.0,0.66,74.0,7.0
111976507_128354031098_2017-03-31,2.2,0.3219,150000.0,1.0,0.2651,497094.0,331.4,1.0,0.0
115444668_012913023889_2017-12-31,0.0,0.9997,21160.0,1.0,0.0003,81.0,0.38,1.0,0.0
005065969_071251000113_2016-12-31,5.7,0.0381,1068516.0,0.9167,0.087,1161934.0,108.74,25.0,0.0
108377437_051513023794_2017-06-30,2.3,0.3091,1070016.0,0.8224,0.2146,2869763.0,268.2,1.0,0.0
015025922_068113031483_2015-12-31,2.5,0.2744,500000.0,0.9695,0.2396,1497668.0,299.53,5.0,0.0
115911344_185654031023_2017-06-30,0.0,0.9921,1679626.0,0.7722,0.0061,127058.0,7.56,32.0,3.0
108061246_068054024395_2018-06-30,0.0,0.9967,1048516.0,0.8245,0.0027,35852.0,3.42,169.0,17.0
116754405_128354031115_2018-03-31,0.0,0.9996,50000.0,0.9662,0.0004,266.0,0.53,119.0,12.0
114663250_056113023816_2015-12-31,3.6,0.1398,50000.0,0.3966,0.0644,40278.0,80.56,46.0,3.0
110171086_068051024628_2017-09-30,0.0,0.9812,1684626.0,0.5822,0.0106,224177.0,13.31,21.0,2.0
010445526_064154031347_2016-03-31,0.0,0.9939,27000.0,0.7191,0.0043,1458.0,5.4,51.0,5.0
100329385_068854031002_2016-12-31,1.3,0.5251,50000.0,0.7004,0.1952,122000.0,244.0,32.0,3.0
001677730_013654001165_2016-06-30,5.2,0.0521,199000.0,0.3783,0.039,97088.0,48.79,9.0,0.0
010445703_064154002127_2016-03-31,0.0,0.9989,330000.0,1.0,0.0011,4423.0,1.34,15.0,2.0
116769704_185654031038_2018-06-30,4.4,0.0874,1518516.0,0.0,0.0,0.0,0.0,2.0,0.0
101325802_071251024112_2015-12-31,0.0,0.9999,4000000.0,0.8495,0.0,2273.0,0.06,1.0,0.0
105878812_064113031172_2016-06-30,0.0,0.9952,44000.0,1.0,0.0048,2624.0,5.96,1.0,0.0
015026477_068113031306_2015-12-31,0.0,0.9999,25000.0,1.0,0.0001,20.0,0.08,0.0,0.0
005066145_071251000261_2017-12-31,0.0,0.9999,14000.0,1.0,0.0001,18.0,0.13,108.0,11.0
010450327_064113001040_2016-03-31,0.0,0.9994,7500.0,0.9192,0.0006,52.0,0.7,214.0,21.0
115524412_165813031033_2017-12-31,0.0,0.9894,1679626.0,0.0,0.0,0.0,0.0,32.0,3.0
010445802_064154002195_2017-06-30,0.0,1.0,250000.0,0.9995,0.0,86.0,0.03,8809.0,877.0
103888293_135454031048_2016-12-31,0.0,0.9999,60000.0,1.0,0.0001,40.0,0.07,1.0,0.0
105968852_064113031187_2017-06-30,6.4,0.0229,198000.0,0.5783,0.0459,113517.0,57.33,8.0,0.0
105979038_064154031500_2016-06-30,0.0,0.9997,59250.0,0.9872,0.0003,249.0,0.42,24.0,2.0
104697380_137454031018_2016-09-30,0.1,0.959,72000.0,0.6967,0.0272,24496.0,34.02,27.0,3.0
115774838_165854031020_2016-09-30,0.0,0.9857,100000.0,1.0,0.014,17475.0,17.48,16.0,2.0
015026946_068154001016_2017-09-30,0.0,0.999,2119626.0,0.9303,0.0009,24069.0,1.14,1.0,0.0
115779257_165813031041_2016-09-30,0.0,0.9999,50000.0,0.953,0.0001,79.0,0.16,0.0,0.0
101713052_071254023831_2015-12-31,0.1,0.9757,114600.0,1.0,0.0236,33754.0,29.45,1.0,0.0
114917041_146851031064_2018-06-30,0.0,0.9988,50000.0,0.9872,0.0012,749.0,1.5,25.0,3.0
005066175_071251000286_2015-12-31,0.0,0.9997,120750.0,1.0,0.0003,517.0,0.43,0.0,0.0
005066181_071251000292_2018-03-31,0.0,0.9999,3000.0,1.0,0.0001,3.0,0.11,526.0,52.0
010445963_064154031193_2017-06-30,0.2,0.8921,16043516.0,0.0,0.0,0.0,0.0,0.0,0.0
114663187_055613031595_2016-12-31,0.0,0.9953,27000.0,0.966,0.0045,1525.0,5.65,91.0,9.0
100237578_111054031000_2017-12-31,0.0,0.9986,2087663.0,1.0,0.0014,36809.0,1.76,1576745.0,157067.0
102279835_053454023788_2018-06-30,0.0,0.9947,50000.0,0.9905,0.0052,3274.0,6.55,61.0,6.0
116959163_165854031040_2016-12-31,0.0,0.9995,50000.0,0.6824,0.0003,207.0,0.41,1.0,0.0
007632384_059751001274_2016-03-31,0.0,0.9997,20000.0,0.9932,0.0003,71.0,0.36,133.0,13.0
114591577_180654031033_2016-09-30,7.1,0.0139,338820.0,0.7668,0.0461,195169.0,57.6,1.0,0.0
003470147_056151024072_2018-03-31,5.8,0.0337,338820.0,0.7752,0.0709,300379.0,88.65,1.0,0.0
103269225_071213023798_2016-09-30,0.0,0.9909,1343516.0,0.9405,0.0084,141371.0,10.52,3.0,0.0
100760961_064154031091_2015-12-31,0.0,0.9997,1543516.0,0.9839,0.0003,4967.0,0.32,1.0,0.0
105413034_130551031012_2018-06-30,0.0,0.9999,4543516.0,1.0,0.0001,6738.0,0.15,1577.0,157.0
100776684_064154031087_2017-06-30,0.0,0.9982,2088610.0,0.3203,0.0006,15297.0,0.73,842.0,84.0
103373217_071254023841_2015-12-31,0.7,0.6897,1158516.0,0.7473,0.169,2447770.0,211.28,5.0,0.0
100038245_052654023752_2018-03-31,0.0,0.9995,1068516.0,0.9219,0.0005,6014.0,0.56,24.0,2.0
003028380_068313000014_2017-03-31,0.2,0.9226,5543516.0,0.0,0.0,0.0,0.0,0.0,0.0
010450557_064154031351_2016-12-31,0.0,0.9991,2669626.0,0.0,0.0,0.0,0.0,609.0,61.0
114519327_145310038207_2018-03-31,0.1,0.9675,1671066.0,0.5898,0.0184,384921.0,23.03,260.0,26.0
114671012_180654031004_2017-12-31,0.0,0.9985,539000.0,0.9564,0.0015,9908.0,1.84,0.0,0.0
007632773_059754001217_2015-12-31,6.4,0.0228,1083516.0,0.9059,0.0717,971328.0,89.65,18.0,0.0
005285059_079254000030_2017-06-30,0.0,0.9994,50000.0,0.859,0.0005,305.0,0.61,730.0,73.0
106807881_073451023895_2015-09-30,0.0,0.9983,2087663.0,0.7188,0.0012,31725.0,1.52,6307.0,628.0
106807881_073451023895_2015-12-31,0.0,0.9975,2087663.0,1.0,0.0024,63670.0,3.05,1576745.0,157065.0
003028398_068313000027_2016-12-31,0.0,0.9997,3543516.0,1.0,0.0003,11610.0,0.33,0.0,0.0
003028410_068313000037_2018-06-30,0.0,0.9989,27000.0,0.776,0.0008,283.0,1.05,0.0,0.0
003028417_068313000042_2017-03-31,0.0,0.9998,50000.0,0.9937,0.0002,100.0,0.2,60.0,6.0
001683666_013610005965_2016-06-30,1.6,0.4459,50000.0,0.6468,0.1841,115079.0,230.16,32.0,3.0
106165259_064113031194_2017-03-31,0.0,0.9994,8543516.0,0.8217,0.0005,53307.0,0.62,0.0,0.0
106198123_064113031215_2017-06-30,0.0,0.9995,172500.0,0.7405,0.0004,768.0,0.45,8.0,1.0
100264687_079213023767_2017-03-31,0.7,0.6985,1093516.0,0.9609,0.2133,2915412.0,266.61,1.0,0.0
104761385_071213023808_2017-06-30,0.0,0.9998,168900.0,1.0,0.0002,339.0,0.2,1.0,0.0
010447601_064113001052_2016-09-30,0.0,0.9998,43396.0,0.9699,0.0001,80.0,0.18,0.0,0.0
015032362_068154001397_2015-09-30,0.0,0.9999,70000.0,1.0,0.0001,68.0,0.1,24.0,2.0
106258486_064113031216_2016-06-30,0.0,0.9996,265200.0,1.0,0.0004,1351.0,0.51,9.0,1.0
015032407_068154001266_2017-06-30,0.0,0.9995,50000.0,0.9331,0.0005,290.0,0.58,32.0,3.0
010451107_064110007495_2017-06-30,0.2,0.9193,1669866.0,0.73,0.054,1127456.0,67.52,1.0,0.0
102803950_005910024669_2018-03-31,0.0,0.9998,5543516.0,0.9831,0.0002,11740.0,0.21,0.0,0.0
109294348_068354023806_2017-03-31,0.0,0.9996,172500.0,0.5187,0.0002,482.0,0.28,21.0,2.0
104333046_068813023787_2017-12-31,5.1,0.0543,1995000.0,1.0,0.1044,2602308.0,130.44,1.0,0.0
010451330_064154031103_2015-12-31,0.0,0.999,50000.0,0.978,0.0009,585.0,1.17,20.0,2.0
003028674_068354000011_2016-09-30,0.1,0.9707,1044116.0,0.9016,0.0255,332546.0,31.85,2048.0,204.0
114637301_165954031000_2015-12-31,0.0,0.996,172500.0,0.9374,0.0037,7929.0,4.6,21.0,2.0
106342182_052613023790_2017-12-31,0.0,0.9996,30000.0,0.9703,0.0004,149.0,0.5,58.0,6.0
105920207_071254023892_2016-03-31,0.0,0.9994,30000.0,0.9748,0.0006,222.0,0.74,58.0,6.0
103212156_068113031152_2015-09-30,0.0,0.9998,3469626.0,0.6223,0.0001,5164.0,0.15,0.0,0.0
003471775_056151000009_2018-06-30,0.0,0.9978,1045266.0,0.7364,0.0016,21044.0,2.01,451.0,45.0
010451462_064154001043_2015-12-31,0.0,0.9996,45000.0,1.0,0.0004,222.0,0.49,0.0,0.0
003028678_068354000015_2017-09-30,0.0,0.9976,5000.0,0.9731,0.0024,147.0,2.95,324.0,32.0
003471779_056151000012_2017-12-31,0.0,0.9999,1058516.0,0.9927,0.0001,1114.0,0.11,30.0,3.0
101465506_064154031164_2016-03-31,0.0,0.9999,30000.0,0.9923,0.0001,39.0,0.13,25.0,2.0
110246383_073410026439_2018-06-30,0.0,1.0,30000.0,0.9063,0.0,13.0,0.04,44.0,4.0
103028298_079213023781_2017-12-31,4.2,0.0977,1443516.0,0.316,0.0413,745374.0,51.64,2.0,0.0
105938178_071254023878_2016-06-30,7.3,0.0118,1443516.0,0.2472,0.0132,238665.0,16.53,2.0,0.0
113499126_079254025633_2017-09-30,1.1,0.5609,225200.0,0.7982,0.2169,610502.0,271.09,1.0,0.0
101562729_064154031151_2017-03-31,0.0,0.9998,50000.0,1.0,0.0002,156.0,0.31,272.0,27.0
110246383_073410026439_2018-03-31,0.0,0.999,300000.0,1.0,0.0009,3561.0,1.19,4.0,0.0
105938178_071254023878_2016-12-31,0.0,0.9997,3369626.0,0.6418,0.0002,8550.0,0.25,0.0,0.0
003028698_068354000031_2016-03-31,0.0,0.9933,294876.0,0.9729,0.0064,23692.0,8.03,6.0,1.0
003028698_068354000031_2017-03-31,0.0,0.9968,172500.0,0.9803,0.0031,6651.0,3.86,23.0,2.0
002681490_086313000026_2018-03-31,0.0,0.9991,20000.0,0.8871,0.0008,206.0,1.03,1.0,0.0
110397724_073410026567_2017-12-31,0.0,0.9999,50000.0,1.0,0.0001,32.0,0.06,1577.0,157.0
100399193_071251023987_2015-12-31,5.7,0.0381,1154016.0,0.6859,0.0651,938844.0,81.35,7.0,0.0
110263456_068354023847_2017-12-31,0.0,0.9997,50000.0,0.9565,0.0003,185.0,0.37,49.0,5.0
002287794_024013000007_2017-06-30,0.0,0.9998,13543516.0,0.5111,0.0001,16678.0,0.12,1.0,0.0
011561800_068254001483_2018-03-31,0.0,0.9998,13543516.0,0.5111,0.0001,16678.0,0.12,1.0,0.0
011561808_068254001521_2016-09-30,0.0,0.9999,80000.0,0.9878,0.0001,91.0,0.11,0.0,0.0
103628681_079213024509_2016-03-31,2.4,0.2923,787000.0,0.9997,0.2546,2504466.0,318.23,3.0,0.0
103628681_079213024509_2016-09-30,0.0,0.9982,4069626.0,0.9475,0.0017,88324.0,2.17,0.0,0.0
106822721_068851031176_2015-12-31,2.2,0.3236,50000.0,0.3674,0.0976,60997.0,121.99,41.0,4.0
101803042_064154031154_2018-03-31,0.0,0.9996,1969626.0,0.8857,0.0003,7703.0,0.39,1.0,0.0
100476339_071251023945_2017-09-30,5.5,0.0415,58300000.0,0.8527,0.0828,60360965.0,103.54,0.0,0.0
103922357_079213024372_2017-03-31,0.0,1.0,50000.0,0.9914,0.0,28.0,0.06,1577.0,157.0
100506933_071251023850_2017-09-30,0.0,0.9995,26000.0,0.9272,0.0005,163.0,0.63,0.0,0.0
105945711_071254023869_2017-09-30,0.0,0.9936,50000.0,0.6727,0.0042,2656.0,5.31,34.0,3.0
103678783_068154031216_2015-12-31,0.0,0.999,50000.0,0.6665,0.0007,427.0,0.85,34.0,3.0
004833102_092751000201_2018-03-31,0.0,0.9999,60000.0,0.9939,0.0001,88.0,0.15,1336.0,133.0
108669551_130513031231_2016-03-31,0.0,0.999,34000.0,0.9732,0.0009,403.0,1.19,22.0,2.0
015034376_068154001241_2016-09-30,0.0,0.9998,34000.0,0.9886,0.0002,83.0,0.24,1.0,0.0
101605151_013613023784_2015-12-31,0.0,0.998,53700.0,0.9958,0.002,1353.0,2.52,42.0,4.0
101605151_013613023784_2015-12-31,0.0,0.9978,50000.0,0.9775,0.0022,1359.0,2.72,44.0,4.0
015034430_068154001378_2015-12-31,2.1,0.3273,1048516.0,0.3855,0.1028,1347643.0,128.53,172.0,15.0
108722380_068851031219_2018-03-31,2.5,0.2628,1687626.0,0.3769,0.0911,1922295.0,113.91,37.0,3.0
104700864_079213024398_2017-06-30,0.4,0.8106,1393516.0,0.9869,0.1548,2695716.0,193.45,2.0,0.0
104849010_079251024066_2016-03-31,0.0,0.9998,75000.0,0.9882,0.0002,182.0,0.24,37.0,4.0
107694180_071213023821_2017-06-30,0.0,0.9923,1679626.0,0.8763,0.0066,139324.0,8.29,49.0,5.0
102248527_013654031039_2016-03-31,0.0,0.9995,100000.0,0.9874,0.0005,580.0,0.58,23.0,2.0
004833114_092751000207_2017-12-31,0.0,0.9984,100000.0,0.9751,0.0016,1944.0,1.94,17.0,2.0
100519750_068254031030_2015-09-30,0.6,0.7304,2087663.0,0.9846,0.2024,5281355.0,252.98,8.0,1.0
102219575_064154031168_2016-12-31,0.0,0.9985,28000.0,0.8603,0.0013,451.0,1.61,84.0,8.0
102219575_064154031168_2016-03-31,0.0,0.9999,1393516.0,0.8977,0.0001,1855.0,0.13,2.0,0.0
007635765_059751001254_2017-09-30,0.0,0.9999,45000.0,0.0,0.0,0.0,0.0,1577.0,157.0
102244340_064154031266_2017-06-30,0.0,0.9999,1969626.0,0.947,0.0001,1833.0,0.09,1.0,0.0
102244340_064154031266_2018-06-30,0.0,0.9984,1162500.0,0.931,0.0015,21347.0,1.84,7.0,1.0
002681630_086354000025_2016-03-31,0.6,0.7308,1093516.0,0.5343,0.1097,1499636.0,137.14,16.0,2.0
005014140_068554000065_2017-06-30,0.0,0.9945,432000.0,0.9959,0.0054,29043.0,6.72,4.0,0.0
103401486_013613023886_2016-06-30,5.1,0.0557,1543516.0,0.0,0.0,0.0,0.0,3.0,0.0
015029792_068113031105_2017-03-31,0.0,0.9775,1143516.0,0.8722,0.0191,272464.0,23.83,9.0,1.0
100546641_068213031085_2017-06-30,0.0,0.9997,1143516.0,0.996,0.0003,4400.0,0.38,58.0,6.0
002681661_086354000041_2016-09-30,0.0,0.9975,900000.0,1.0,0.0025,27843.0,3.09,2.0,0.0
103760426_068113031205_2018-03-31,0.0,0.9896,170000.0,0.9973,0.0102,21592.0,12.7,27.0,3.0
015029812_068154001316_2017-06-30,0.0,0.9997,100000.0,0.9592,0.0003,391.0,0.39,2094.0,209.0
101121108_068154031040_2016-06-30,0.1,0.9602,1051516.0,0.6877,0.0261,343039.0,32.62,69.0,7.0
105708115_184713031008_2017-09-30,0.0,1.0,45000.0,0.9803,0.0,14.0,0.03,1577.0,157.0
100561145_068254031081_2016-03-31,0.0,0.9998,50000.0,0.9084,0.0002,125.0,0.25,0.0,0.0
103203695_092713023811_2016-09-30,0.0,0.9996,997000.0,1.0,0.0004,4466.0,0.45,2.0,0.0
004833136_092751000219_2016-03-31,0.0,0.9999,200000.0,1.0,0.0001,292.0,0.15,451.0,45.0
103529128_092713023865_2018-06-30,0.0,0.9987,135000.0,0.9575,0.0013,2126.0,1.57,17.0,2.0
100381997_024054023758_2016-03-31,0.0,0.9995,1.0,0.9879,0.0005,0.0,0.59,215.0,21.0
115513100_184713031004_2017-09-30,1.8,0.4052,4543516.0,0.0,0.0,0.0,0.0,1.0,0.0
116334998_144754031074_2018-03-31,0.0,0.998,460000.0,0.8051,0.0016,9059.0,1.97,10.0,1.0
114609162_086313023837_2015-12-31,0.8,0.6564,5943516.0,0.0,0.0,0.0,0.0,0.0,0.0
116733010_144713031102_2017-06-30,0.0,0.9991,225000.0,0.9855,0.0009,2440.0,1.08,12.0,1.0
005015779_068513000003_2017-09-30,0.0,0.9992,27500.0,1.0,0.0008,281.0,1.02,315.0,31.0
108230436_071254023934_2017-09-30,1.2,0.5481,1193516.0,0.3879,0.1065,1588616.0,133.1,533.0,52.0
109805167_135454031051_2017-12-31,1.2,0.5465,160000.0,0.6951,0.191,382032.0,238.77,10.0,1.0
002614764_018557000007_2016-12-31,1.9,0.3669,45000.0,0.9779,0.2705,152139.0,338.09,204.0,19.0
100596134_068213031012_2016-03-31,0.0,0.9886,10000.0,0.9965,0.0112,1398.0,13.98,146.0,15.0
004833138_092751000220_2017-12-31,0.1,0.9635,1061516.0,0.7174,0.0251,332464.0,31.32,30.0,3.0
004833145_092751000223_2015-12-31,0.0,0.9942,100000.0,0.9976,0.0057,7104.0,7.1,17.0,2.0
002681974_086351000105_2018-03-31,3.9,0.1174,3043516.0,0.0,0.0,0.0,0.0,1.0,0.0
002614767_018554000050_2017-03-31,0.0,0.9978,400000.0,0.9791,0.0021,10588.0,2.65,0.0,0.0
011552385_068254001028_2017-03-31,0.0,0.9999,33220.0,1.0,0.0001,25.0,0.08,67.0,7.0
002614770_018554000053_2017-12-31,0.0,1.0,58850.0,1.0,0.0,30.0,0.05,1.0,0.0
106886768_079213024425_2015-12-31,0.7,0.7079,190000.0,0.508,0.1104,262154.0,137.98,0.0,0.0
002138047_016151001143_2016-06-30,0.0,0.9999,155000.0,0.9564,0.0001,112.0,0.07,0.0,0.0
107428628_079213024432_2016-09-30,1.7,0.4097,1068516.0,0.0,0.0,0.0,0.0,53.0,5.0
004833255_092751000271_2017-06-30,0.0,0.9897,1053516.0,0.7153,0.0072,95272.0,9.04,98.0,10.0
103437206_024054023786_2017-06-30,0.0,0.9992,72000.0,1.0,0.0008,762.0,1.06,59.0,6.0
110945609_068113031714_2017-09-30,0.0,0.9991,329000.0,0.5164,0.0005,2003.0,0.61,5.0,0.0
115353784_068854031078_2016-06-30,0.5,0.7613,1061016.0,0.7027,0.1321,1752437.0,165.17,1.0,0.0
114097733_145251031082_2018-03-31,0.0,0.9985,1043516.0,0.95,0.0014,18775.0,1.8,59.0,6.0
002948382_098460001274_2018-03-31,0.2,0.9148,1671626.0,0.8326,0.0648,1353838.0,80.99,0.0,0.0
011552787_068213001206_2016-03-31,1.5,0.4664,1053516.0,0.6507,0.1851,2437217.0,231.34,83.0,8.0
107605799_068254031221_2017-09-30,0.1,0.9368,1673626.0,0.7043,0.0415,867507.0,51.83,82.0,8.0
107996800_079213024437_2015-12-31,2.6,0.2585,68600.0,0.5073,0.1216,104281.0,152.01,24.0,2.0
004833258_092751000272_2015-09-30,6.8,0.017,26250.0,0.8894,0.0606,19880.0,75.73,1.0,0.0
011552851_068254001261_2018-03-31,4.7,0.0736,3043516.0,0.0,0.0,0.0,0.0,1.0,0.0
002682255_086351000218_2018-06-30,0.0,0.9997,30000.0,1.0,0.0003,105.0,0.35,60.0,6.0
101978310_137854031001_2015-12-31,0.0,0.9992,400000.0,0.2509,0.0002,1032.0,0.26,16.0,2.0
100086817_092751023751_2015-12-31,0.0,0.9945,650000.0,1.0,0.0054,44038.0,6.78,3.0,0.0
106904251_182513031016_2016-03-31,0.0,0.9802,1729626.0,0.4926,0.0095,205280.0,11.87,2.0,0.0
107532635_182513031015_2017-12-31,0.0,0.9958,50000.0,0.6175,0.0026,1613.0,3.23,32.0,3.0
101784659_068154031067_2016-09-30,0.0,0.9987,119040.0,0.1815,0.0002,357.0,0.3,49.0,5.0
102292011_121451023852_2016-09-30,0.0,0.9994,39950.0,0.99,0.0006,285.0,0.71,40.0,4.0
011553385_068213001222_2015-12-31,0.0,0.9812,605000.0,0.9779,0.0179,135197.0,22.35,1.0,0.0
