X,Y,SUM(Correlation)
ProvUnsecured,TotLimitFunded,0.03336068054702141
ProvUnsecured,Cust_AssetClass,0.11659165362687463
ProvUnsecured,LimitSanctioned,0.023839894838749806
ProvUnsecured,PriCashSecurity,0.00013308660635940632
ProvUnsecured,CollCashSecurity,-0.00014780200416321566
ProvUnsecured,CollNonCRMSecurity,-0.000157702100758261
ProvUnsecured,NextOneYrFacStatus,0.07735642375878168
ProvUnsecured,OrgCostOfPlantMech,0.0013470500448359863
TotalWriteOff,Age,0.0028996441021236783
TotalWriteOff,CAD,0.00020300693203051674
TotalWriteOff,UsedRv,0.0017121072053210371
TotalWriteOff,Balance,0.000021887614649008674
TotalWriteOff,Product,0.008988714368262433
TotalWriteOff,TotOsNF,-0.00001766272106041399
TotalWriteOff,AdhocAmt,-0.000017359991436086553
TotalWriteOff,InttRate,0.012980105461364487
TotalWriteOff,InttType,0.026447523697233896
TotalWriteOff,TotalAdv,-0.00008075237685511648
TotalWriteOff,CURQTRINT,-0.0004260453324317457
TotalWriteOff,GLProduct,0.0016205233577694898
TotalWriteOff,PRVQTRINT,-0.0006337545736840912
TotalWriteOff,RvPrimary,-0.000029855625523139967
TotalWriteOff,Unsecured,0.007341312040254882
TotalWriteOff,CoverGovGur,-0.000010680276688679692
TotalWriteOff,DepValPlant,-0.00003141492362877514
TotalWriteOff,ACCTotalProv,0.016307158472536113
TotalWriteOff,BaselCatMark,0.009519846202041823
TotalWriteOff,CURRENTLIMIT,0.0011922536840299417
TotalWriteOff,CurQtrCredit,0.00003519280669839198
TotalWriteOff,DRAWINGPOWER,-0.000007475591267125219
TotalWriteOff,PREQTRCREDIT,0.000011472810600698445
TotalWriteOff,UnAdjSubSidy,-0.000012729667300784185
TotalWriteOff,UnappliedInt,0.5424879468391195
TotalWriteOff,ProvUnsecured,0.02365674257612038
TotalWriteOff,TotalWriteOff,1
TotalWriteOff,AppropriatedRv,-0.00003186011574880141
TotalWriteOff,OrgCostOfEquip,0.000007213899054880695
TotalWriteOff,TotLimitFunded,0.00023324438256208319
TotalWriteOff,Cust_AssetClass,0.011400779611527564
TotalWriteOff,LimitSanctioned,0.0009395767327315298
TotalWriteOff,PriCashSecurity,0.00002309377644665681
TotalWriteOff,CollCashSecurity,-0.00003115689471385943
TotalWriteOff,CollNonCRMSecurity,-0.00003034538223768545
TotalWriteOff,NextOneYrFacStatus,0.008070350102395011
TotalWriteOff,OrgCostOfPlantMech,-0.00007322392163388314
AppropriatedRv,Age,-0.0017440004845484095
AppropriatedRv,CAD,0.0032214859614796065
AppropriatedRv,UsedRv,0.008999162416700512
AppropriatedRv,Balance,0.008687579445676307
AppropriatedRv,Product,-0.001433316921566536
AppropriatedRv,TotOsNF,0.00044918762319150733
AppropriatedRv,AdhocAmt,0.0001449759464691138
AppropriatedRv,InttRate,0.0006059867068555117
AppropriatedRv,InttType,-0.00016473850123032975
AppropriatedRv,TotalAdv,0.006723081846935882
AppropriatedRv,CURQTRINT,0.007900145518734308
AppropriatedRv,GLProduct,-0.0007251556294356454
AppropriatedRv,PRVQTRINT,0.005792492666297638
AppropriatedRv,RvPrimary,0.9207042329110718
AppropriatedRv,Unsecured,-0.0010066747935756695
AppropriatedRv,CoverGovGur,-0.00001550986739926453
AppropriatedRv,DepValPlant,0.000004125913356563257
AppropriatedRv,ACCTotalProv,0.004153611739823658
AppropriatedRv,BaselCatMark,-0.0001308824679307868
AppropriatedRv,CURRENTLIMIT,0.0084934450115726
AppropriatedRv,CurQtrCredit,0.001550894382240814
AppropriatedRv,DRAWINGPOWER,-0.000010783515622077627
AppropriatedRv,PREQTRCREDIT,0.00005826646190086733
AppropriatedRv,UnAdjSubSidy,-0.000010358298061449938
AppropriatedRv,UnappliedInt,-0.00002050015184897101
AppropriatedRv,ProvUnsecured,-0.00017281151111995485
AppropriatedRv,TotalWriteOff,-0.00003186011574880141
AppropriatedRv,AppropriatedRv,1
AppropriatedRv,OrgCostOfEquip,0.00004007157157775516
AppropriatedRv,TotLimitFunded,0.007854795277306715
AppropriatedRv,Cust_AssetClass,-0.0008031181738311992
AppropriatedRv,LimitSanctioned,0.008669010429580333
AppropriatedRv,PriCashSecurity,0.051724503526590165
AppropriatedRv,CollCashSecurity,0.00007314026375245446
AppropriatedRv,CollNonCRMSecurity,0.18452944101180965
AppropriatedRv,NextOneYrFacStatus,-0.0005130130714214181
AppropriatedRv,OrgCostOfPlantMech,-0.000012032495755135241
OrgCostOfEquip,Age,-0.012609761939544939
OrgCostOfEquip,CAD,0.005620258612744616
OrgCostOfEquip,UsedRv,0.012061952822787943
OrgCostOfEquip,Balance,0.013974142220706474
OrgCostOfEquip,Product,0.05437268153781642
OrgCostOfEquip,TotOsNF,0.060281173948731774
OrgCostOfEquip,AdhocAmt,0.0011119592152716436
OrgCostOfEquip,InttRate,0.03659353562266448
OrgCostOfEquip,InttType,0.01884865313947454
OrgCostOfEquip,TotalAdv,0.014713188060891575
OrgCostOfEquip,CURQTRINT,0.009836411962731372
OrgCostOfEquip,GLProduct,0.03327893955685666
OrgCostOfEquip,PRVQTRINT,0.006370544083096572
OrgCostOfEquip,RvPrimary,0.00004222163870502936
OrgCostOfEquip,Unsecured,0.004791104597349017
OrgCostOfEquip,CoverGovGur,-0.0000482321037470495
OrgCostOfEquip,DepValPlant,0.00032408825915788915
OrgCostOfEquip,ACCTotalProv,0.008341257645609244
OrgCostOfEquip,BaselCatMark,0.008597034614451013
OrgCostOfEquip,CURRENTLIMIT,0.01898879301101332
OrgCostOfEquip,CurQtrCredit,0.019086361170775324
OrgCostOfEquip,DRAWINGPOWER,0.0001128731444610295
OrgCostOfEquip,PREQTRCREDIT,0.0005317580373540115
OrgCostOfEquip,UnAdjSubSidy,-0.000053389262037722683
OrgCostOfEquip,UnappliedInt,0.0008586783801183049
OrgCostOfEquip,ProvUnsecured,0.004352035949937835
OrgCostOfEquip,TotalWriteOff,0.000007213899054880695
OrgCostOfEquip,AppropriatedRv,0.00004007157157775516
OrgCostOfEquip,OrgCostOfEquip,1
OrgCostOfEquip,TotLimitFunded,0.02860899930384834
OrgCostOfEquip,Cust_AssetClass,0.00637981974632469
OrgCostOfEquip,LimitSanctioned,0.01443043493534796
OrgCostOfEquip,PriCashSecurity,0.000045268141372805526
OrgCostOfEquip,CollCashSecurity,0.003266919487089778
OrgCostOfEquip,CollNonCRMSecurity,0.0003524989759960634
OrgCostOfEquip,NextOneYrFacStatus,0.011372389139624848
OrgCostOfEquip,OrgCostOfPlantMech,0.0890938324768099
TotLimitFunded,Age,0.0155114155085163
TotLimitFunded,CAD,0.2295421322655047
TotLimitFunded,UsedRv,0.8288939690647132
TotLimitFunded,Balance,0.838985150874152
TotLimitFunded,Product,0.05001377328147904
TotLimitFunded,TotOsNF,0.016936262963564066
TotLimitFunded,AdhocAmt,0.027890369116939026
TotLimitFunded,InttRate,0.12043836971715537
TotLimitFunded,InttType,0.048297316641367764
TotLimitFunded,TotalAdv,0.6860775772240254
TotLimitFunded,CURQTRINT,0.6395930102899833
TotLimitFunded,GLProduct,0.012606274274888125
TotLimitFunded,PRVQTRINT,0.5341891904438031
TotLimitFunded,RvPrimary,0.01503403764546409
TotLimitFunded,Unsecured,0.10355167375425896
TotLimitFunded,CoverGovGur,0.0002496948195382674
TotLimitFunded,DepValPlant,0.02775178824127562
TotLimitFunded,ACCTotalProv,0.33541545175922627
TotLimitFunded,BaselCatMark,-0.003456599724856817
TotLimitFunded,CURRENTLIMIT,0.8728665669117461
TotLimitFunded,CurQtrCredit,0.17052614490420548
TotLimitFunded,DRAWINGPOWER,-0.00033589064128088406
TotLimitFunded,PREQTRCREDIT,0.006704429025649864
TotLimitFunded,UnAdjSubSidy,0.00021038311315537886
TotLimitFunded,UnappliedInt,0.003471197497179488
TotLimitFunded,ProvUnsecured,0.03336068054702141
TotLimitFunded,TotalWriteOff,0.00023324438256208319
TotLimitFunded,AppropriatedRv,0.007854795277306715
TotLimitFunded,OrgCostOfEquip,0.02860899930384834
TotLimitFunded,TotLimitFunded,1
TotLimitFunded,Cust_AssetClass,-0.012237291062830233
TotLimitFunded,LimitSanctioned,0.8591175249503669
TotLimitFunded,PriCashSecurity,0.001598393323412521
TotLimitFunded,CollCashSecurity,0.006691347654933842
TotLimitFunded,CollNonCRMSecurity,0.0014432571157160718
TotLimitFunded,NextOneYrFacStatus,-0.002174866140095699
TotLimitFunded,OrgCostOfPlantMech,0.02519163510826737
Cust_AssetClass,Age,0.006605977590618675
Cust_AssetClass,CAD,0.05779341581086596
Cust_AssetClass,UsedRv,-0.012529256297667041
Cust_AssetClass,Balance,-0.014140357921764329
Cust_AssetClass,Product,0.01858888494452447
Cust_AssetClass,TotOsNF,-0.0008689100532548379
Cust_AssetClass,AdhocAmt,-0.0008553286230994064
Cust_AssetClass,InttRate,0.17197781344860566
Cust_AssetClass,InttType,0.008545071711689032
Cust_AssetClass,TotalAdv,-0.0014813635432816925
Cust_AssetClass,CURQTRINT,-0.036299032394355696
Cust_AssetClass,GLProduct,0.014437012780200686
Cust_AssetClass,PRVQTRINT,0.018734728916636384
Cust_AssetClass,RvPrimary,-0.0005024927213531644
Cust_AssetClass,Unsecured,0.01645138232307386
Cust_AssetClass,CoverGovGur,0.003156725587262096
Cust_AssetClass,DepValPlant,-0.0005059812741742175
Cust_AssetClass,ACCTotalProv,0.14475106997699036
Cust_AssetClass,BaselCatMark,0.7382585314159409
Cust_AssetClass,CURRENTLIMIT,-0.02162420384571767
Cust_AssetClass,CurQtrCredit,-0.019204779860618738
Cust_AssetClass,DRAWINGPOWER,0.004426722849933287
Cust_AssetClass,PREQTRCREDIT,-0.000714028039236882
Cust_AssetClass,UnAdjSubSidy,-0.0004833138381774021
Cust_AssetClass,UnappliedInt,0.03026935702409795
Cust_AssetClass,ProvUnsecured,0.11659165362687463
Cust_AssetClass,TotalWriteOff,0.011400779611527564
Cust_AssetClass,AppropriatedRv,-0.0008031181738311992
Cust_AssetClass,OrgCostOfEquip,0.00637981974632469
Cust_AssetClass,TotLimitFunded,-0.012237291062830233
Cust_AssetClass,Cust_AssetClass,1
Cust_AssetClass,LimitSanctioned,-0.015840448359797872
Cust_AssetClass,PriCashSecurity,-0.00042173559185662194
Cust_AssetClass,CollCashSecurity,0.0007246622734175531
Cust_AssetClass,CollNonCRMSecurity,-0.00036562716404271316
Cust_AssetClass,NextOneYrFacStatus,0.6114883691588309
Cust_AssetClass,OrgCostOfPlantMech,0.002680417683313742
LimitSanctioned,Age,0.01707809679380336
LimitSanctioned,CAD,0.2988221960700059
LimitSanctioned,UsedRv,0.9534190619792943
LimitSanctioned,Balance,0.9574804435716183
LimitSanctioned,Product,0.043394767261937174
LimitSanctioned,TotOsNF,0.012151325568007472
LimitSanctioned,AdhocAmt,0.02583223500680066
LimitSanctioned,InttRate,0.08982414711724424
LimitSanctioned,InttType,0.03726731370033025
LimitSanctioned,TotalAdv,0.7202268524449659
LimitSanctioned,CURQTRINT,0.7045313007159318
LimitSanctioned,GLProduct,0.016113414392267534
LimitSanctioned,PRVQTRINT,0.5950856483400063
LimitSanctioned,RvPrimary,0.013854879388103794
LimitSanctioned,Unsecured,0.09270297251508193
LimitSanctioned,CoverGovGur,0.0005234021110724859
LimitSanctioned,DepValPlant,0.014304687573865129
LimitSanctioned,ACCTotalProv,0.3992328305734527
LimitSanctioned,BaselCatMark,-0.012222316979377703
LimitSanctioned,CURRENTLIMIT,0.9774212703270141
LimitSanctioned,CurQtrCredit,0.19707733694658916
LimitSanctioned,DRAWINGPOWER,-0.00023488541018645956
LimitSanctioned,PREQTRCREDIT,0.007834805075477054
LimitSanctioned,UnAdjSubSidy,0.00022081722863369425
LimitSanctioned,UnappliedInt,0.0035617090363379016
LimitSanctioned,ProvUnsecured,0.023839894838749806
LimitSanctioned,TotalWriteOff,0.0009395767327315298
LimitSanctioned,AppropriatedRv,0.008669010429580333
LimitSanctioned,OrgCostOfEquip,0.01443043493534796
LimitSanctioned,TotLimitFunded,0.8591175249503669
LimitSanctioned,Cust_AssetClass,-0.015840448359797872
LimitSanctioned,LimitSanctioned,1
LimitSanctioned,PriCashSecurity,0.0014610263605663717
LimitSanctioned,CollCashSecurity,0.004529603359815094
LimitSanctioned,CollNonCRMSecurity,0.001179533547401524
LimitSanctioned,NextOneYrFacStatus,-0.014568926913255871
LimitSanctioned,OrgCostOfPlantMech,0.010131248414106597
PriCashSecurity,Age,-0.0014299204325177708
PriCashSecurity,CAD,-0.00003086921374665122
PriCashSecurity,UsedRv,0.0012882134573301393
PriCashSecurity,Balance,0.0013595876111119588
PriCashSecurity,Product,0.0015297849708665002
PriCashSecurity,TotOsNF,0.00002293527980440152
PriCashSecurity,AdhocAmt,0.00007604127718479943
PriCashSecurity,InttRate,0.0014033238809269643
PriCashSecurity,InttType,0.0018914762929445107
PriCashSecurity,TotalAdv,0.0008694597424728197
PriCashSecurity,CURQTRINT,0.000968210563112692
PriCashSecurity,GLProduct,0.00030039312982223736
PriCashSecurity,PRVQTRINT,0.0004132902056511663
PriCashSecurity,RvPrimary,0.09563795769302776
PriCashSecurity,Unsecured,-0.0001314799049123237
PriCashSecurity,CoverGovGur,-0.0000033470020571465694
PriCashSecurity,DepValPlant,-0.000009676725289091003
PriCashSecurity,ACCTotalProv,-0.000020143255446455814
PriCashSecurity,BaselCatMark,-0.0005647172215673366
PriCashSecurity,CURRENTLIMIT,0.0018132077622316737
PriCashSecurity,CurQtrCredit,0.0005989106803862092
PriCashSecurity,DRAWINGPOWER,-0.0000023283211523564364
PriCashSecurity,PREQTRCREDIT,0.00001715327902565308
PriCashSecurity,UnAdjSubSidy,-0.000003838870411315988
PriCashSecurity,UnappliedInt,-0.0000015844545259825825
PriCashSecurity,ProvUnsecured,0.00013308660635940632
PriCashSecurity,TotalWriteOff,0.00002309377644665681
PriCashSecurity,AppropriatedRv,0.051724503526590165
PriCashSecurity,OrgCostOfEquip,0.000045268141372805526
PriCashSecurity,TotLimitFunded,0.001598393323412521
PriCashSecurity,Cust_AssetClass,-0.00042173559185662194
PriCashSecurity,LimitSanctioned,0.0014610263605663717
PriCashSecurity,PriCashSecurity,1
PriCashSecurity,CollCashSecurity,0.000009688015688020293
PriCashSecurity,CollNonCRMSecurity,-0.000010337866227194545
PriCashSecurity,NextOneYrFacStatus,-0.0006506611690079018
PriCashSecurity,OrgCostOfPlantMech,0.0000028202629475174603
CollCashSecurity,Age,0.0005433614613983613
CollCashSecurity,CAD,0.0006071709774219016
CollCashSecurity,UsedRv,0.004344848344449448
CollCashSecurity,Balance,0.0052128493974067346
CollCashSecurity,Product,0.01237303240713818
CollCashSecurity,TotOsNF,-0.000013971606999832356
CollCashSecurity,AdhocAmt,0.00009180395925581211
CollCashSecurity,InttRate,0.009375518405373597
CollCashSecurity,InttType,0.0036931900901244854
CollCashSecurity,TotalAdv,0.0029488707093109725
CollCashSecurity,CURQTRINT,0.004757395635424213
CollCashSecurity,GLProduct,0.0016325326483123408
CollCashSecurity,PRVQTRINT,0.0037850993947997394
CollCashSecurity,RvPrimary,0.000024994303350283916
CollCashSecurity,Unsecured,-0.0006433470618719172
CollCashSecurity,CoverGovGur,-0.000011815896841374888
CollCashSecurity,DepValPlant,-0.00003475523225642709
CollCashSecurity,ACCTotalProv,0.001083298648386389
CollCashSecurity,BaselCatMark,0.0038290186930587484
CollCashSecurity,CURRENTLIMIT,0.006439781555525011
CollCashSecurity,CurQtrCredit,0.013391124851423974
CollCashSecurity,DRAWINGPOWER,-0.000008219006691562308
CollCashSecurity,PREQTRCREDIT,0.00033918388396614194
CollCashSecurity,UnAdjSubSidy,-0.000014083196534690105
CollCashSecurity,UnappliedInt,-0.00004462753475684027
CollCashSecurity,ProvUnsecured,-0.00014780200416321566
CollCashSecurity,TotalWriteOff,-0.00003115689471385943
CollCashSecurity,AppropriatedRv,0.00007314026375245446
CollCashSecurity,OrgCostOfEquip,0.003266919487089778
CollCashSecurity,TotLimitFunded,0.006691347654933842
CollCashSecurity,Cust_AssetClass,0.0007246622734175531
CollCashSecurity,LimitSanctioned,0.004529603359815094
CollCashSecurity,PriCashSecurity,0.000009688015688020293
CollCashSecurity,CollCashSecurity,1
CollCashSecurity,CollNonCRMSecurity,-0.00003416939600887728
CollCashSecurity,NextOneYrFacStatus,0.002986744150222394
CollCashSecurity,OrgCostOfPlantMech,0.00046276467486400344
CollNonCRMSecurity,Age,-0.000056443348608760465
CollNonCRMSecurity,CAD,0.00021021407169242968
CollNonCRMSecurity,UsedRv,0.001310109164152385
CollNonCRMSecurity,Balance,0.0012970655015724008
CollNonCRMSecurity,Product,-0.0010100299457205207
CollNonCRMSecurity,TotOsNF,0.0012584015503217195
CollNonCRMSecurity,AdhocAmt,0.00008058999674950529
CollNonCRMSecurity,InttRate,0.001865094627431358
CollNonCRMSecurity,InttType,-0.0009876838985597442
CollNonCRMSecurity,TotalAdv,0.0007645190027183406
CollNonCRMSecurity,CURQTRINT,0.0009470700458578671
CollNonCRMSecurity,GLProduct,-0.0009365651864800088
CollNonCRMSecurity,PRVQTRINT,0.001402311594626911
CollNonCRMSecurity,RvPrimary,-0.00002263515677625834
CollNonCRMSecurity,Unsecured,-0.00048136547987603304
CollNonCRMSecurity,CoverGovGur,-0.000013286841438493724
CollNonCRMSecurity,DepValPlant,-0.00003261509645089042
CollNonCRMSecurity,ACCTotalProv,0.0004524125607581069
CollNonCRMSecurity,BaselCatMark,-0.0006268655710452823
CollNonCRMSecurity,CURRENTLIMIT,0.0013658087669583881
CollNonCRMSecurity,CurQtrCredit,0.0003850231130873496
CollNonCRMSecurity,DRAWINGPOWER,-0.000009291440657619624
CollNonCRMSecurity,PREQTRCREDIT,0.000008976167896540153
CollNonCRMSecurity,UnAdjSubSidy,0.000023310588625402074
CollNonCRMSecurity,UnappliedInt,0.000026495407549706378
CollNonCRMSecurity,ProvUnsecured,-0.000157702100758261
CollNonCRMSecurity,TotalWriteOff,-0.00003034538223768545
CollNonCRMSecurity,AppropriatedRv,0.18452944101180965
CollNonCRMSecurity,OrgCostOfEquip,0.0003524989759960634
CollNonCRMSecurity,TotLimitFunded,0.0014432571157160718
CollNonCRMSecurity,Cust_AssetClass,-0.00036562716404271316
CollNonCRMSecurity,LimitSanctioned,0.001179533547401524
CollNonCRMSecurity,PriCashSecurity,-0.000010337866227194545
CollNonCRMSecurity,CollCashSecurity,-0.00003416939600887728
CollNonCRMSecurity,CollNonCRMSecurity,1
CollNonCRMSecurity,NextOneYrFacStatus,-0.00011260618545681076
CollNonCRMSecurity,OrgCostOfPlantMech,0.00006590067766988633
NextOneYrFacStatus,Age,-0.007144482009073156
NextOneYrFacStatus,CAD,0.049720770331668475
NextOneYrFacStatus,UsedRv,-0.006847607838988575
NextOneYrFacStatus,Balance,-0.008602021697965654
NextOneYrFacStatus,Product,0.031516669732266474
NextOneYrFacStatus,TotOsNF,-0.0012995668089383558
NextOneYrFacStatus,AdhocAmt,0.0006517587317765026
NextOneYrFacStatus,InttRate,0.1807399425535505
NextOneYrFacStatus,InttType,-0.022590595209259955
NextOneYrFacStatus,TotalAdv,0.006194383031931543
NextOneYrFacStatus,CURQTRINT,-0.031199203044030916
NextOneYrFacStatus,GLProduct,0.049383884509267006
NextOneYrFacStatus,PRVQTRINT,0.015068724850161783
NextOneYrFacStatus,RvPrimary,0.0007262853952078614
NextOneYrFacStatus,Unsecured,0.005732338773295496
NextOneYrFacStatus,CoverGovGur,0.004935079123504326
NextOneYrFacStatus,DepValPlant,-0.0002905541552092713
NextOneYrFacStatus,ACCTotalProv,0.12826404144684556
NextOneYrFacStatus,BaselCatMark,0.7870743895371418
NextOneYrFacStatus,CURRENTLIMIT,-0.021246443208321242
NextOneYrFacStatus,CurQtrCredit,-0.028506264758277996
NextOneYrFacStatus,DRAWINGPOWER,0.0034881903987185976
NextOneYrFacStatus,PREQTRCREDIT,-0.00113941787434442
NextOneYrFacStatus,UnAdjSubSidy,-0.0007422449699571876
NextOneYrFacStatus,UnappliedInt,0.01872928231271278
NextOneYrFacStatus,ProvUnsecured,0.07735642375878168
NextOneYrFacStatus,TotalWriteOff,0.008070350102395011
NextOneYrFacStatus,AppropriatedRv,-0.0005130130714214181
NextOneYrFacStatus,OrgCostOfEquip,0.011372389139624848
NextOneYrFacStatus,TotLimitFunded,-0.002174866140095699
NextOneYrFacStatus,Cust_AssetClass,0.6114883691588309
NextOneYrFacStatus,LimitSanctioned,-0.014568926913255871
NextOneYrFacStatus,PriCashSecurity,-0.0006506611690079018
NextOneYrFacStatus,CollCashSecurity,0.002986744150222394
NextOneYrFacStatus,CollNonCRMSecurity,-0.00011260618545681076
NextOneYrFacStatus,NextOneYrFacStatus,1
NextOneYrFacStatus,OrgCostOfPlantMech,0.0023471739572557097
OrgCostOfPlantMech,Age,-0.001926913765416485
OrgCostOfPlantMech,CAD,0.001516542926323798
OrgCostOfPlantMech,UsedRv,0.008179752526565396
OrgCostOfPlantMech,Balance,0.008773469530932339
OrgCostOfPlantMech,Product,0.015774657630319516
OrgCostOfPlantMech,TotOsNF,0.050042781442011276
OrgCostOfPlantMech,AdhocAmt,0.0024876412477458547
OrgCostOfPlantMech,InttRate,0.018437382709563084
OrgCostOfPlantMech,InttType,0.009926675789349144
OrgCostOfPlantMech,TotalAdv,0.013388547889600378
OrgCostOfPlantMech,CURQTRINT,0.007074575986692743
OrgCostOfPlantMech,GLProduct,0.004797652016314858
OrgCostOfPlantMech,PRVQTRINT,0.004685104401476207
OrgCostOfPlantMech,RvPrimary,0.000060005880944120825
OrgCostOfPlantMech,Unsecured,0.0069492165738915986
OrgCostOfPlantMech,CoverGovGur,0.003693530549000298
OrgCostOfPlantMech,DepValPlant,0.07156701172751917
OrgCostOfPlantMech,ACCTotalProv,0.0028310473602520133
OrgCostOfPlantMech,BaselCatMark,0.0038844867680822583
OrgCostOfPlantMech,CURRENTLIMIT,0.01128391473033456
OrgCostOfPlantMech,CurQtrCredit,0.016809200929797423
OrgCostOfPlantMech,DRAWINGPOWER,-0.000019348080049962625
OrgCostOfPlantMech,PREQTRCREDIT,0.00039922258121386737
OrgCostOfPlantMech,UnAdjSubSidy,-0.000027094610440332338
OrgCostOfPlantMech,UnappliedInt,-0.00008515510260135267
OrgCostOfPlantMech,ProvUnsecured,0.0013470500448359863
OrgCostOfPlantMech,TotalWriteOff,-0.00007322392163388314
OrgCostOfPlantMech,AppropriatedRv,-0.000012032495755135241
OrgCostOfPlantMech,OrgCostOfEquip,0.0890938324768099
OrgCostOfPlantMech,TotLimitFunded,0.02519163510826737
OrgCostOfPlantMech,Cust_AssetClass,0.002680417683313742
OrgCostOfPlantMech,LimitSanctioned,0.010131248414106597
OrgCostOfPlantMech,PriCashSecurity,0.0000028202629475174603
OrgCostOfPlantMech,CollCashSecurity,0.00046276467486400344
OrgCostOfPlantMech,CollNonCRMSecurity,0.00006590067766988633
OrgCostOfPlantMech,NextOneYrFacStatus,0.0023471739572557097
OrgCostOfPlantMech,OrgCostOfPlantMech,1